Grid ID,Grid Square Geometric Place Expression,ResourceID
E43N36-13,"GEOMETRYCOLLECTION (POLYGON ((43 36.25, 43 36.5, 43.25 36.5, 43.25 36.25, 43 36.25)))",2b480d06-d7d5-4f2a-8f9b-fffde7f5f137
E43N35-43,"GEOMETRYCOLLECTION (POLYGON ((43.5 35.75, 43.5 36, 43.75 36, 43.75 35.75, 43.5 35.75)))",ac4310dd-40eb-466f-9f41-156f07adaeed
E43N36-43,"GEOMETRYCOLLECTION (POLYGON ((43.5 36.75, 43.5 37, 43.75 37, 43.75 36.75, 43.5 36.75)))",63407ebf-4024-41a4-9f9e-ae3cdac4ea54
E43N37-21,"GEOMETRYCOLLECTION (POLYGON ((43.5 37, 43.5 37.25, 43.75 37.25, 43.75 37, 43.5 37)))",27f3502e-8c05-4f9b-ad68-56e07fc7bfb1
E43N35-44,"GEOMETRYCOLLECTION (POLYGON ((43.75 35.75, 43.75 36, 44 36, 44 35.75, 43.75 35.75)))",efa0c111-c05f-4006-8def-57c2d11ffe68
E43N36-22,"GEOMETRYCOLLECTION (POLYGON ((43.75 36, 43.75 36.25, 44 36.25, 44 36, 43.75 36)))",ac5dfe85-2924-404f-8d19-0ab3a90a6a34
E43N37-22,"GEOMETRYCOLLECTION (POLYGON ((43.75 37, 43.75 37.25, 44 37.25, 44 37, 43.75 37)))",442ee487-7a8c-4699-b09d-4bd0e21a84fc
E44N37-13,"GEOMETRYCOLLECTION (POLYGON ((44 37.25, 44 37.5, 44.25 37.5, 44.25 37.25, 44 37.25)))",34bf43ac-3d7d-4b4e-8f13-02114743c269
E44N37-14,"GEOMETRYCOLLECTION (POLYGON ((44.25 37.25, 44.25 37.5, 44.5 37.5, 44.5 37.25, 44.25 37.25)))",b3f62da5-d13b-41db-8d7f-47ede976176e
E45N36-14,"GEOMETRYCOLLECTION (POLYGON ((45.25 36.25, 45.25 36.5, 45.5 36.5, 45.5 36.25, 45.25 36.25)))",8f38e52e-fd3d-4126-a8ed-a7e73f91a0c2
E45N34-23,"GEOMETRYCOLLECTION (POLYGON ((45.5 34.25, 45.5 34.5, 45.75 34.5, 45.75 34.25, 45.5 34.25)))",fa9277a1-0f4d-4d72-a469-71f8381c7276
E45N34-44,"GEOMETRYCOLLECTION (POLYGON ((45.75 34.75, 45.75 35, 46 35, 46 34.75, 45.75 34.75)))",62c98f9d-b99f-4cc3-9f2e-02b48ceeaa55
E44N35-33,"GEOMETRYCOLLECTION (POLYGON ((44 35.75, 44 36, 44.25 36, 44.25 35.75, 44 35.75)))",f080a41c-f315-4536-b9e1-7ef80616c67e
E44N36-13,"GEOMETRYCOLLECTION (POLYGON ((44 36.25, 44 36.5, 44.25 36.5, 44.25 36.25, 44 36.25)))",6a0b6555-3d41-4419-b83b-2666cb061f28
E44N36-33,"GEOMETRYCOLLECTION (POLYGON ((44 36.75, 44 37, 44.25 37, 44.25 36.75, 44 36.75)))",dd61c80e-d086-46f5-a221-4a6c8ccfed4d
E44N37-11,"GEOMETRYCOLLECTION (POLYGON ((44 37, 44 37.25, 44.25 37.25, 44.25 37, 44 37)))",288a24e6-8ffe-4b7f-91b9-4ac1747a7ecb
E44N34-34,"GEOMETRYCOLLECTION (POLYGON ((44.25 34.75, 44.25 35, 44.5 35, 44.5 34.75, 44.25 34.75)))",c4ef223a-920e-4c75-ac43-a131e8dc498d
E43N37-23,"GEOMETRYCOLLECTION (POLYGON ((43.5 37.25, 43.5 37.5, 43.75 37.5, 43.75 37.25, 43.5 37.25)))",c57816e3-a0bd-481b-9b9b-c3219c89f3c5
E43N37-24,"GEOMETRYCOLLECTION (POLYGON ((43.75 37.25, 43.75 37.5, 44 37.5, 44 37.25, 43.75 37.25)))",ed024723-46c5-44b3-8be8-ae1b4f39c428
E45N35-12,"GEOMETRYCOLLECTION (POLYGON ((45.25 35, 45.25 35.25, 45.5 35.25, 45.5 35, 45.25 35)))",6d480826-a3b0-4e2a-86a5-8e5afa91a79c
E44N36-34,"GEOMETRYCOLLECTION (POLYGON ((44.25 36.75, 44.25 37, 44.5 37, 44.5 36.75, 44.25 36.75)))",6f79ccdb-d289-4f69-8351-f55eb22da958
E42N36-43,"GEOMETRYCOLLECTION (POLYGON ((42.5 36.75, 42.5 37, 42.75 37, 42.75 36.75, 42.5 36.75)))",db6c75b4-a4d9-4a57-a326-5041a74120d3
E46N35-34,"GEOMETRYCOLLECTION (POLYGON ((46.25 35.75, 46.25 36, 46.5 36, 46.5 35.75, 46.25 35.75)))",5e9f8bf9-7a6d-4dd7-8539-2a6a400b1773
E44N36-11,"GEOMETRYCOLLECTION (POLYGON ((44 36, 44 36.25, 44.25 36.25, 44.25 36, 44 36)))",fbaf16b1-6e08-49c9-86ae-b8b3ae76b023
E44N34-32,"GEOMETRYCOLLECTION (POLYGON ((44.25 34.5, 44.25 34.75, 44.5 34.75, 44.5 34.5, 44.25 34.5)))",6cd537a5-badd-4848-9685-1fc1f9e83788
E44N35-12,"GEOMETRYCOLLECTION (POLYGON ((44.25 35, 44.25 35.25, 44.5 35.25, 44.5 35, 44.25 35)))",9641a42c-4bd8-414a-bed6-75d063123006
E44N36-32,"GEOMETRYCOLLECTION (POLYGON ((44.25 36.5, 44.25 36.75, 44.5 36.75, 44.5 36.5, 44.25 36.5)))",d98e8bc1-b4e2-4823-8bfe-240e82a787b0
E44N36-21,"GEOMETRYCOLLECTION (POLYGON ((44.5 36, 44.5 36.25, 44.75 36.25, 44.75 36, 44.5 36)))",740e3b8a-2bc3-498f-8b62-27157a3183db
E44N36-43,"GEOMETRYCOLLECTION (POLYGON ((44.5 36.75, 44.5 37, 44.75 37, 44.75 36.75, 44.5 36.75)))",16340156-ea02-4c24-ba09-017969a27253
E44N35-22,"GEOMETRYCOLLECTION (POLYGON ((44.75 35, 44.75 35.25, 45 35.25, 45 35, 44.75 35)))",1f4bedb0-8bfa-4120-90fe-df8165ddbc68
E44N35-42,"GEOMETRYCOLLECTION (POLYGON ((44.75 35.5, 44.75 35.75, 45 35.75, 45 35.5, 44.75 35.5)))",9660f128-c5d1-4ba7-8e13-d92958b905b1
E44N36-22,"GEOMETRYCOLLECTION (POLYGON ((44.75 36, 44.75 36.25, 45 36.25, 45 36, 44.75 36)))",338310dc-0b7f-489b-8bad-113c5a5ca558
E45N34-13,"GEOMETRYCOLLECTION (POLYGON ((45 34.25, 45 34.5, 45.25 34.5, 45.25 34.25, 45 34.25)))",bea9085c-01a3-47e7-875e-3c20bb993674
E45N34-33,"GEOMETRYCOLLECTION (POLYGON ((45 34.75, 45 35, 45.25 35, 45.25 34.75, 45 34.75)))",3fb1167b-0a6b-4674-a424-e4fbfd8d0daf
E45N35-31,"GEOMETRYCOLLECTION (POLYGON ((45 35.5, 45 35.75, 45.25 35.75, 45.25 35.5, 45 35.5)))",062fbb23-d34e-4dad-9dc9-0cdf9e8daabe
E44N34-43,"GEOMETRYCOLLECTION (POLYGON ((44.5 34.75, 44.5 35, 44.75 35, 44.75 34.75, 44.5 34.75)))",1cbb0bc6-6f6d-433b-9f0a-9700c3cdd0c9
E44N35-23,"GEOMETRYCOLLECTION (POLYGON ((44.5 35.25, 44.5 35.5, 44.75 35.5, 44.75 35.25, 44.5 35.25)))",c0907b0c-c9e0-47c4-9b09-52b203038735
E45N35-21,"GEOMETRYCOLLECTION (POLYGON ((45.5 35, 45.5 35.25, 45.75 35.25, 45.75 35, 45.5 35)))",cf6b0e9f-8243-4713-962f-47c0c0f51444
E45N35-41,"GEOMETRYCOLLECTION (POLYGON ((45.5 35.5, 45.5 35.75, 45.75 35.75, 45.75 35.5, 45.5 35.5)))",fc0c384b-d26c-41d9-abf3-4ac283b1ee3b
E45N35-42,"GEOMETRYCOLLECTION (POLYGON ((45.75 35.5, 45.75 35.75, 46 35.75, 46 35.5, 45.75 35.5)))",b8f8ab62-a035-41c1-91f0-1e023ee4bd3b
E46N35-13,"GEOMETRYCOLLECTION (POLYGON ((46 35.25, 46 35.5, 46.25 35.5, 46.25 35.25, 46 35.25)))",37904f98-a61d-4c8f-933a-31aa1ce760b1
E45N35-32,"GEOMETRYCOLLECTION (POLYGON ((45.25 35.5, 45.25 35.75, 45.5 35.75, 45.5 35.5, 45.25 35.5)))",f2233cd0-2fe5-4ce9-80bf-204f06a1b233
E42N36-41,"GEOMETRYCOLLECTION (POLYGON ((42.5 36.5, 42.5 36.75, 42.75 36.75, 42.75 36.5, 42.5 36.5)))",66552848-b252-4db0-aca0-d4b2c3f7c7cf
E42N37-23,"GEOMETRYCOLLECTION (POLYGON ((42.5 37.25, 42.5 37.5, 42.75 37.5, 42.75 37.25, 42.5 37.25)))",fd49035a-ea39-47b8-94bd-1e09c40f373a
E43N36-31,"GEOMETRYCOLLECTION (POLYGON ((43 36.5, 43 36.75, 43.25 36.75, 43.25 36.5, 43 36.5)))",9e197e3e-aa33-4046-bd30-93214446fdc3
E43N36-34,"GEOMETRYCOLLECTION (POLYGON ((43.25 36.75, 43.25 37, 43.5 37, 43.5 36.75, 43.25 36.75)))",8aba8b15-5fa4-4ffd-ab42-ed5c47d59935
E43N36-21,"GEOMETRYCOLLECTION (POLYGON ((43.5 36, 43.5 36.25, 43.75 36.25, 43.75 36, 43.5 36)))",5e7a4d60-827f-47e5-a311-d31461f8c265
E43N36-44,"GEOMETRYCOLLECTION (POLYGON ((43.75 36.75, 43.75 37, 44 37, 44 36.75, 43.75 36.75)))",458041e3-c4d8-4750-ad81-6866636fa4b5
E43N35-42,"GEOMETRYCOLLECTION (POLYGON ((43.75 35.5, 43.75 35.75, 44 35.75, 44 35.5, 43.75 35.5)))",f4b54c57-93c4-47fb-83e6-75e7648107f4
E43N36-24,"GEOMETRYCOLLECTION (POLYGON ((43.75 36.25, 43.75 36.5, 44 36.5, 44 36.25, 43.75 36.25)))",3b1ca1ef-729b-41f3-a2ab-454fd2b435aa
E44N37-12,"GEOMETRYCOLLECTION (POLYGON ((44.25 37, 44.25 37.25, 44.5 37.25, 44.5 37, 44.25 37)))",de255d98-ade4-4c37-aa62-ca521a993f8c
E45N36-21,"GEOMETRYCOLLECTION (POLYGON ((45.5 36, 45.5 36.25, 45.75 36.25, 45.75 36, 45.5 36)))",4d5b7d19-1388-4db9-9877-ab1dbb19e8ca
E44N37-22,"GEOMETRYCOLLECTION (POLYGON ((44.75 37, 44.75 37.25, 45 37.25, 45 37, 44.75 37)))",ba3c87ba-b30d-49d2-8891-f79e54491fc6
E44N35-34,"GEOMETRYCOLLECTION (POLYGON ((44.25 35.75, 44.25 36, 44.5 36, 44.5 35.75, 44.25 35.75)))",9b0f5053-9cf7-49c9-84b2-169e64e74ad1
E44N34-24,"GEOMETRYCOLLECTION (POLYGON ((44.75 34.25, 44.75 34.5, 45 34.5, 45 34.25, 44.75 34.25)))",58038e42-8d75-41b3-9267-7cd87567c242
E44N36-44,"GEOMETRYCOLLECTION (POLYGON ((44.75 36.75, 44.75 37, 45 37, 45 36.75, 44.75 36.75)))",3d9af6ad-aede-43fa-b645-9d87a357bcb7
E45N36-13,"GEOMETRYCOLLECTION (POLYGON ((45 36.25, 45 36.5, 45.25 36.5, 45.25 36.25, 45 36.25)))",e435009e-4bbb-4a33-a281-6a541b14d886
E45N34-21,"GEOMETRYCOLLECTION (POLYGON ((45.5 34, 45.5 34.25, 45.75 34.25, 45.75 34, 45.5 34)))",c17d9dad-f89c-4f31-b930-45817d4f1bd2
E44N36-31,"GEOMETRYCOLLECTION (POLYGON ((44 36.5, 44 36.75, 44.25 36.75, 44.25 36.5, 44 36.5)))",c44d590c-23e3-4349-b7a3-5eda558fbbe3
E42N36-42,"GEOMETRYCOLLECTION (POLYGON ((42.75 36.5, 42.75 36.75, 43 36.75, 43 36.5, 42.75 36.5)))",c7dafff0-9dee-4d78-92c8-24cdb7cd2efb
E43N37-11,"GEOMETRYCOLLECTION (POLYGON ((43 37, 43 37.25, 43.25 37.25, 43.25 37, 43 37)))",28010dee-6673-456e-9d59-64a025053062
E43N36-41,"GEOMETRYCOLLECTION (POLYGON ((43.5 36.5, 43.5 36.75, 43.75 36.75, 43.75 36.5, 43.5 36.5)))",355574bc-1300-4376-b3b3-b5092c1990a9
E43N37-14,"GEOMETRYCOLLECTION (POLYGON ((43.25 37.25, 43.25 37.5, 43.5 37.5, 43.5 37.25, 43.25 37.25)))",0471f690-1eaa-460d-a86b-67758d13d15d
E46N35-32,"GEOMETRYCOLLECTION (POLYGON ((46.25 35.5, 46.25 35.75, 46.5 35.75, 46.5 35.5, 46.25 35.5)))",675f0670-04c8-44aa-bef7-1e68fed94098
E44N36-12,"GEOMETRYCOLLECTION (POLYGON ((44.25 36, 44.25 36.25, 44.5 36.25, 44.5 36, 44.25 36)))",066c9cbd-7e0d-4441-b078-9182fb180b88
E44N34-44,"GEOMETRYCOLLECTION (POLYGON ((44.75 34.75, 44.75 35, 45 35, 45 34.75, 44.75 34.75)))",8fc2f3ef-6ad1-495b-b100-a6e7bd72c994
E45N34-34,"GEOMETRYCOLLECTION (POLYGON ((45.25 34.75, 45.25 35, 45.5 35, 45.5 34.75, 45.25 34.75)))",0359d4cf-8c53-4c6c-8a21-e301bcf83e80
E46N34-33,"GEOMETRYCOLLECTION (POLYGON ((46 34.75, 46 35, 46.25 35, 46.25 34.75, 46 34.75)))",f8fbf266-015f-4d46-be98-9997ada47485
E44N35-32,"GEOMETRYCOLLECTION (POLYGON ((44.25 35.5, 44.25 35.75, 44.5 35.75, 44.5 35.5, 44.25 35.5)))",410411ed-3306-49b8-9109-3975663dfac8
E44N34-42,"GEOMETRYCOLLECTION (POLYGON ((44.75 34.5, 44.75 34.75, 45 34.75, 45 34.5, 44.75 34.5)))",da73a802-3491-46fa-9ca8-8af0afd50d8c
E45N34-32,"GEOMETRYCOLLECTION (POLYGON ((45.25 34.5, 45.25 34.75, 45.5 34.75, 45.5 34.5, 45.25 34.5)))",87511bc8-7174-4e02-ad8b-37ccc3f05e47
E46N35-11,"GEOMETRYCOLLECTION (POLYGON ((46 35, 46 35.25, 46.25 35.25, 46.25 35, 46 35)))",6292faaa-4d37-4259-baf5-5a30d2809c3a
E45N34-42,"GEOMETRYCOLLECTION (POLYGON ((45.75 34.5, 45.75 34.75, 46 34.75, 46 34.5, 45.75 34.5)))",926e8b96-e952-45b8-9134-b5b369b20957
E44N35-31,"GEOMETRYCOLLECTION (POLYGON ((44 35.5, 44 35.75, 44.25 35.75, 44.25 35.5, 44 35.5)))",aaa8a6ad-9f4c-4199-a4f5-5fc4b11c552d
E44N35-14,"GEOMETRYCOLLECTION (POLYGON ((44.25 35.25, 44.25 35.5, 44.5 35.5, 44.5 35.25, 44.25 35.25)))",8cdf0cde-9761-40d8-a288-8bad819025c9
E44N36-14,"GEOMETRYCOLLECTION (POLYGON ((44.25 36.25, 44.25 36.5, 44.5 36.5, 44.5 36.25, 44.25 36.25)))",f2d25a72-8e99-4583-8cc1-c57e60ed63d4
E44N34-41,"GEOMETRYCOLLECTION (POLYGON ((44.5 34.5, 44.5 34.75, 44.75 34.75, 44.75 34.5, 44.5 34.5)))",dde1f7e9-37eb-4bb1-849c-02b5c55ae47b
E44N35-24,"GEOMETRYCOLLECTION (POLYGON ((44.75 35.25, 44.75 35.5, 45 35.5, 45 35.25, 44.75 35.25)))",6895b74b-3b4e-4f3a-b5cf-d43fc8b624ad
E44N36-24,"GEOMETRYCOLLECTION (POLYGON ((44.75 36.25, 44.75 36.5, 45 36.5, 45 36.25, 44.75 36.25)))",0f0b0eba-48da-43c4-919c-ccbe84960d22
E45N35-13,"GEOMETRYCOLLECTION (POLYGON ((45 35.25, 45 35.5, 45.25 35.5, 45.25 35.25, 45 35.25)))",85222901-c2c3-4e02-8416-025dcce20c0f
E45N36-12,"GEOMETRYCOLLECTION (POLYGON ((45.25 36, 45.25 36.25, 45.5 36.25, 45.5 36, 45.25 36)))",ce93e0d5-2171-456e-9e72-f34703598c2f
E45N34-41,"GEOMETRYCOLLECTION (POLYGON ((45.5 34.5, 45.5 34.75, 45.75 34.75, 45.75 34.5, 45.5 34.5)))",d2143114-b0da-44df-86b6-a3af5c0730cc
E45N35-43,"GEOMETRYCOLLECTION (POLYGON ((45.5 35.75, 45.5 36, 45.75 36, 45.75 35.75, 45.5 35.75)))",81601360-07c9-4156-a832-a5bf39418213
E45N35-24,"GEOMETRYCOLLECTION (POLYGON ((45.75 35.25, 45.75 35.5, 46 35.5, 46 35.25, 45.75 35.25)))",953558e7-2fa3-4001-905a-58de0db0e42b
E42N36-24,"GEOMETRYCOLLECTION (POLYGON ((42.75 36.25, 42.75 36.5, 43 36.5, 43 36.25, 42.75 36.25)))",028db193-962c-4a81-a14c-aefe449abbb5
E43N36-11,"GEOMETRYCOLLECTION (POLYGON ((43 36, 43 36.25, 43.25 36.25, 43.25 36, 43 36)))",adfe94fa-b484-4be5-a7d4-09454feee491
E43N36-42,"GEOMETRYCOLLECTION (POLYGON ((43.75 36.5, 43.75 36.75, 44 36.75, 44 36.5, 43.75 36.5)))",c2cd04c8-6915-4992-bdb4-89880e2f8f6c
E43N36-23,"GEOMETRYCOLLECTION (POLYGON ((43.5 36.25, 43.5 36.5, 43.75 36.5, 43.75 36.25, 43.5 36.25)))",dcbf7ae2-3e3b-4836-9bcc-738257dacf10
E44N36-41,"GEOMETRYCOLLECTION (POLYGON ((44.5 36.5, 44.5 36.75, 44.75 36.75, 44.75 36.5, 44.5 36.5)))",d5df1ded-7102-4f0c-a93a-72181759c516
E45N34-14,"GEOMETRYCOLLECTION (POLYGON ((45.25 34.25, 45.25 34.5, 45.5 34.5, 45.5 34.25, 45.25 34.25)))",c534edee-36f3-4b58-aac9-16e1e0acd7e8
E42N37-24,"GEOMETRYCOLLECTION (POLYGON ((42.75 37.25, 42.75 37.5, 43 37.5, 43 37.25, 42.75 37.25)))",02dd7aff-ebc9-4ff1-878b-a00812584021
